100 744455.9
200 551231.3
300 377896.6
400 292710.4
500 235267.5
600 199208.7
700 170775.4
800 150974.7
900 134088.1
1000 121526.3
1100 110357.9
1200 101716.3
1300 93742.55
1400 87446
1500 69995.69
